비자코드,상위코드,사증·체류,신청종류,신청상황,대상자,자격요건,절차,수수료,사증유효기간,1회부여 체류기간,체류상한,제한,예외,의무사항,점수표,쿼터,초청자,추천·승인기관,제출서류,예상질문,출처,선행자격,다음단계,동반가족,키워드,검수상태,검수메모
C-4,C-4,체류,공통사항,,,"C-4-1~4: 농작물 재배·수확(연계 원시가공 포함) 및 수산물 원시가공 분야 취업활동자
C-4-5: 일시흥행, 광고·패션모델, 강의·강연, 연구, 기술지도 등 수익 목적 단기간 취업활동자",,,,90일,90일,,,,,,,,,,C-4 단기취업 (p. 27),90일 이내 단기취업·계절근로,"E-7, E-8 (장기)",-,"단기취업, 일시흥행, 계절근로",완료,"C-4 단기취업 정확. C-4-1~4와 C-4-5 구분 명시 일치. || [자동정정] [체류상한] 적용: '' → '90일' || [3차요약] C-4 단기취업: C-4-1~4(농작물·수산물 원시가공), C-4-5(일시흥행·모델·강연·연구·기술지도). 90일 이내 (p.29)."
C-4,C-4,체류,근무처 변경/추가,"계절근로(C-4-1~4): 근무처 추가 불가, 근무처 변경시 지자체 담당자 동반 필요
계절근로외(C-4-5): 권한 청장 위임, 주무부처 고용추천서 불필요(E-1~E-7 일부 제외)",,,,근무처변경 수수료 면제 (계절근로),,,,"계절근로 근무처 변경 사유 한정:
1. 각종 조건 위반 고용주가 시정을 하지 않은 경우
2. 계절근로자의 귀책사유 없이 근로 계속 불가
3. 사회통념상 최초 계약 고용주 작업장에서 근무 불가",,,,,,,"[필수서류]
계절근로(C-4-1~4): 통합신청서, 여권 (수수료 면제), 거주/숙소 제공 확인서, 표준근로계약서 사본, 산업재해보험 가입증명원 또는 농·어업인 안전보험 증서, 계절근로자 배치 대상 고용주 확인서
계절근로외(C-4-5): 신청서(별지 제34호 서식), 여권 원본, 수수료, 고용계약서, 회사 설립 관련 서류, 고용추천서(해당자), 기타 입증 서류",,C-4 단기취업 / 근무처 변경·추가 (p. 27),90일 이내 단기취업·계절근로,"E-7, E-8 (장기)",-,"단기취업, 일시흥행, 계절근로",완료,[3차요약] C-4 근무처 변경/추가: 계절근로는 추가 불가·지자체 담당자 동반. 변경 사유 3가지 한정. 수수료 면제 (p.29).
D-1,D-1,체류,공통사항,,,수익을 목적으로 하지 않는 학술 또는 예술상의 활동자 (대한민국 고유문화·예술에 대한 전문연구 또는 전문가 지도 포함),,,,2년,2년,"일반 태권도학원, 무용 학원 등 영리단체의 초청은 해당하지 않음",,,,,,,,,D-1 문화예술 (p. 30),문화예술 활동 초청,F-2 거주,F-3 동반,"문화예술, 비영리 연수",완료,"D-1 문화예술 정확. 2년 체류기간, 영리단체 제외 명시 일치. || [자동정정] [체류상한] 적용: '' → '2년' || [3차요약] D-1 문화예술: 비영리 학술·예술 활동, 한국 고유문화 전문연구·전문가 지도 포함. 2년. 영리단체(태권도·무용 학원) 제외 (p.31)."
D-1,D-1,체류,외국인등록,,,,,,,,,,,"외국인등록사항 변경신고: 성명, 성별, 생년월일/국적, 여권의 번호·발급일자·유효기간
소속기관 또는 단체의 변경(명칭변경 포함)이나 추가 시 변경일로부터 15일 이내 신고",,,,,"[필수서류]
신청서(별지34호 서식), 여권원본, 표준규격사진 1장, 수수료
사업자등록증 등 문화예술 단체 입증 서류
체류지 입증서류",,D-1 문화예술 / 외국인등록 (p. 30~32),문화예술 활동 초청,F-2 거주,F-3 동반,"문화예술, 비영리 연수",완료,[3차요약] D-1 외국인등록: 신청서·표준규격사진·사업자등록증·체류지 입증서류. 등록사항 변경(소속기관 변경 등) 15일 이내 신고 (p.34).
D-2,D-2,체류,공통사항,,"위 교육기관에서 정규과정 교육 또는 특정 연구를 하고자 하는 외국인 (유학 D-2 및 어학연수 D-4-1, D-4-7)","교육기관: 「고등교육법」 및 특별법에 따라 설립된 전문대학 이상의 교육기관이나 학술 연구기관으로서 법무부장관이 정하는 요건을 갖춘 대학 또는 부설 어학원
제외: 원격대학(방송대학·통신대학·방송통신대학·사이버대학), 평생교육기관, 기능대학 중 직업훈련과정, 야간대학·대학원 (일부 사전심사 야간 학위과정 제외)

[표]
D-2 학위과정 세부약호와 D-4 어학연수 약호

D-2-1 전문학사과정
D-2-2 학사과정
D-2-3 석사과정
D-2-4 박사과정
D-2-5 연구과정
D-2-6 교환학생
D-2-7 일-학습연계 유학
D-2-8 방문학생
D-4-1 한국어 연수
D-4-7 외국어 연수",,,,2년,2년,,,,,,,,,,D-2 유학 (p. 32~33),대학·대학원 입학허가,"D-10 구직, E-1~E-7 취업, F-2-7 점수제",F-3 동반 (학사·석사·박사만),"유학, 학생, 학위과정, 어학연수",완료,"D-2 유학 공통사항 정확. 세부약호 D-2-1~D-2-8, D-4-1, D-4-7 매뉴얼 일치. 예상질문 보완 권장(챗봇 활용도 높음). || [자동정정] [체류상한] 적용: '' → '2년' || [3차요약] D-2 유학: 전문대학 이상 정규과정·연구. D-2-1(전문학사)~D-2-8(방문학생), 어학연수 D-4-1·D-4-7. 2년. 원격·평생교육·야간대학 제외 (p.35)."
D-2,D-2,체류,체류자격외 활동허가,시간제취업 활동 허가,,"유학(D-2) 세부 D-2-1~D-2-4, D-2-6, D-2-7 해당자
어학연수(D-4-1, D-4-7), 방문학생(D-2-8): 변경일(사증소지자는 입국일)로부터 6개월 경과

한국어 능력 기준 (TOPIK/사회통합/세종학당 기준)
전문학사·학사 1-2학년: TOPIK 3급 또는 사회통합 3단계 또는 세종 중급1
학사 3-4학년: TOPIK 4급 또는 사회통합 4단계 또는 세종 중급2",,수수료 면제,,,"어학연수생(D-4): 체류기간 내 최장 6개월, 장소 1곳
유학생(D-2): 체류기간 내 최장 1년, 장소 2곳
허용시간: 전문학사·학사 주중 10~30시간, 석박사 주중 15~35시간","선량한 풍속/사회질서 반하는 행위 금지
전문분야 E-1~E-7 (일부 예외 제외)
비전문취업(E-9) 제조업·건설업·선원취업(E-10) (한국어 4급 이상 시 예외 허용)
파견·도급·알선 관계, 원거리 근무, 직전학기 C학점(2.0) 미만자 제한",,,,,,,"[필수서류]
신청서, 여권, 외국인등록증 (수수료 면제)
성적 또는 출석 증명서
한국어 능력 증빙서류
외국인 유학생 시간제 취업 확인서
외국인 유학생 시간제취업 요건 준수 확인서
사업자등록증 사본 및 고용주 신분증 사본
표준근로계약서 사본 (시급, 근무내용·시간 포함)",,D-2 유학 / 시간제취업 활동 허가 (p. 33),대학·대학원 입학허가,"D-10 구직, E-1~E-7 취업, F-2-7 점수제",F-3 동반 (학사·석사·박사만),"유학, 학생, 학위과정, 어학연수",완료,"2차 검수: 수수료 면제 명시 누락. 신청상황란 보강 권장 || [1차검증] 1차 정정 사항 확인: 비자코드 D-2 적절, 출처 p.33 정확. 시간제취업 활동허가 카테고리는 체류자격외 활동허가 하위로 분류한 것은 합리적. || [2차자동정정] [신청상황] 적용: '일정 수준의 한국어 능력 보유, 유학 본연의 활동 전념, 대학 유학생 담당자 확인을 받은 ' → '시간제취업 활동 허가'"
D-2,D-2,체류,체류자격 변경,외국인등록 후 합법 체류 중인 장기체류자 (D-3/E-8/E-9/E-10/G-1 일부 제외),,"한국어 능력: TOPIK 또는 사회통합 또는 세종학당 기준 충족
전문학사·뿌리산업양성학과: 사회통합 2단계 이상 또는 사전평가 41점 이상, TOPIK 2급 이상
학사(전공심화) 이상: 사회통합 4단계 이상 또는 사전평가 81점 이상, TOPIK 4급 이상
영어트랙: TOEFL 530(iBT 71), IELTS 5.5, CEFR B2, TEPS 601(NEW TEPS 327) 이상",,수수료 (GKS 장학증서 소지자 면제),,,,,,,,,,,"[필수서류]
신청서, 여권 및 사본 1부, 표준규격사진 1매, 수수료 (GKS 장학증서 소지자 수수료 면제)
교육기관 사업자등록증(또는 고유번호증) 사본
표준입학허가서
학력요건 및 재정능력 입증서류
가족관계 입증서류 (부모 잔고증명서 등 제출 시)",,D-2 유학 / 체류자격 변경허가 (p. 33~35),대학·대학원 입학허가,"D-10 구직, E-1~E-7 취업, F-2-7 점수제",F-3 동반 (학사·석사·박사만),"유학, 학생, 학위과정, 어학연수",완료,2차 검수: 수수료란 분리 권장. 변경 제한 자격(D-3/E-8/E-9/E-10/G-1 일부) 명시 잘 됨 || [1차검증] 1차 정정: 비자코드 D-2 적절. 출처 p.33~35 매뉴얼 line 443-444 일치. || [2차자동정정] [수수료] 적용: '' → '수수료 (GKS 장학증서 소지자 면제)'
D-2,D-2,체류,체류기간 연장,,,"학사일정 고려: D-2-1~D-2-4, D-2-7은 3월말 또는 9월말로 조정
D-2-5 연구유학: 2년 초과 체류 불가 (1회 1년 상한)
D-2-6 교환학생, D-2-8 방문학생: 과정 종료일로부터 1개월 범위 내 1월 말/7월 말 조정
유학활동 종료자 상한: 전문학사 3년(3년제 4년), 학사 6년(5년제 7년), 석사 5년(3년제 6년), 박사 8년(2년제 7년)",,,,2년 (인증대학) / 1년 (일반대학) / 6개월 (비자심사강화대학 D학점 이하),,"가사·졸업연기 등 휴학 사유 불인정
야간/주말수업 수강자 체류허가 제한
비자심사강화대학 D학점(1.0) 이하 재학생은 6개월 이내 연장 후 다음 연장 제한",,,,,,,"[필수서류]
신청서, 여권, 외국인등록증, 수수료
수료증명서, 지도교수 및 유학담당자 확인서
재학증명서, 성적증명서, 출석확인서 등 학업 정상 수행 입증서류
재정입증 서류
체류지 입증서류",,D-2 유학 / 체류기간 연장허가 (p. 40),대학·대학원 입학허가,"D-10 구직, E-1~E-7 취업, F-2-7 점수제",F-3 동반 (학사·석사·박사만),"유학, 학생, 학위과정, 어학연수",진행 중,"2차 검수: 1회부여 체류기간 분리 권장 (절차에서 분리) || [1차검증] 1차 정정: 비자코드 D-2 적절. 출처 p.40 line 445 일치. || [2차자동정정] [1회부여 체류기간] 적용: '' → '2년 (인증대학) / 1년 (일반대학) / 6개월 (비자심사강화대학 D학점 이하)' || [3차검토] [1회부여 체류기간] 검토: 현재='2년 (인증대학) / 1년 (일반대학) / 6개월 (비자심사강화대학 D학점 이하)' / 제안='' (PDF says '최대 2년 범위 내' (up to 2 years max), not '1년'. CSV's ') || [3차요약] PDF says '최대 2년 범위 내' (up to 2 years max), not '1년'. CSV's '1년' is not directly supported by PDF text — should be '최대 2년 범위 내' or '2년 이내'. However, '1년' falls within the allowed range, so it's a possi"
D-2,D-2,체류,외국인등록,,,,,,,,,,외국인등록 + 체류기간 연장 동시 신청 시 연장 수수료 면제. 정부초청장학생 등 수수료 면제 대상자도 등록증 발급/재발급 수수료는 납부,"등록사항 변경신고: 성명/성별/생년월일/국적, 여권번호/발급일자/유효기간, 학교 변경(명칭 변경 포함)
신고기한: 변경일로부터 15일 이내",,,,,"[필수서류]
신청서, 여권 및 사본 1부, 표준규격사진 1매, 수수료
재학(연구생)증명서 (대체: 인증대학 이상은 등록금납입증명서, 일반대학 이하는 협조요청서 및 등록금납입증명서)
체류지 입증서류",,D-2 유학 / 외국인등록 (p. 39),대학·대학원 입학허가,"D-10 구직, E-1~E-7 취업, F-2-7 점수제",F-3 동반 (학사·석사·박사만),"유학, 학생, 학위과정, 어학연수",완료,
D-3,D-3,체류,공통사항,,,"법무부장관이 정하는 연수조건을 갖춘 자로 국내 산업체에서 연수를 받고자 하는 자
외국환거래법에 따라 외국에 직접 투자한 산업체
외국에 기술을 수출하는 산업체
대외무역법에 따라 외국에 산업설비를 수출하는 산업체",,,,2년 이내,,"체류자격외 활동 원칙적으로 억제
근무처 변경·추가 해당 없음
체류자격 부여 해당 없음
체류자격 변경 불가 원칙",,,,,,,,,D-3 기술연수 (p. 56),해외투자기업 산업연수 초청,자격변경 제한적,F-3 동반,"기술연수, 산업연수",완료,
D-3,D-3,체류,체류기간 연장,"최초 6개월, 이후 입국한 날부터 2년 범위 내 연장. 연수기간 연장 필요성, 과거 이탈율, 범법사항 등 확인",,,,,,,,,,,,,,,"[필수서류]
신청서(별지34호 서식), 여권원본, 외국인등록증, 수수료
연수기간 연장신청 사유서
사업자등록증과 공장등록증
국내법인 납세증명서
현지법인 납세사실 증명 서류
연수생 임금 및 연수수당 지급 확인서류
신원보증서 원본
산업재해보상보험, 국민건강보험, 보증보험 가입증명서류
체류지 입증서류",,D-3 기술연수 / 체류기간 연장 (p. 32),해외투자기업 산업연수 초청,자격변경 제한적,F-3 동반,"기술연수, 산업연수",완료,2차 검수: 미검수 상태였으나 검증 완료. 예상질문 추가 권장 || [1차검증] 1차 정정: 비자코드 D-3 적절. 출처 p.32 line 625 일치. || [2차자동정정] [검수상태] 적용: '미검수' → '완료'
D-4,D-4,체류,공통사항,,,"유학(D-2) 자격에 해당하는 교육기관 또는 학술연구기관 외에 교육기관이나 기업체·단체 등에서 교육·연수를 받거나 연구활동에 종사하려는 자
어학연수(D-4-1, D-4-7), 기업맞춤형 인턴십(D-4-2K), 외국인유학생(D-4-3), 한식조리연수(D-4-5), 우수사설교육기관 연수(D-4-6)",,,,2년,,체류자격외 활동 원칙적 억제,,,,,,,,,D-4 일반연수 (p. 85),어학원·기관 입학 또는 대학생 단기연수,D-2 유학 (정규과정 진학),-,"일반연수, 어학연수, 한국어",완료,
"D-4 (D-4-1, D-4-7)",D-4,체류,체류자격 변경,,,고등학교 졸업 이상 학력 소지자 (D-4-7 외국어 연수는 고등학교 이하도 가능),,,,,,"D-3/E-9/E-10 자격소지자 및 G-1-6 제외 G-1 자격 소지자는 자격변경 제한, B/C 계열 단기체류자 원칙 제한",,,,,,,"[필수서류]
신청서, 여권, 외국인등록증(소지자), 사진 1매, 수수료
교육기관 사업자등록증 또는 고유번호증 사본
표준입학허가서(대학 총·학장 발행)
재정능력 입증서류
재학증명서 또는 최종학력 입증서류
연수계획서(강의시간표, 강사구성표, 연수시설 등 포함)",,"D-4 일반연수 / 어학연수(D-4-1, D-4-7) 자격 변경 (p. 85~86)",어학원·기관 입학 또는 대학생 단기연수,D-2 유학 (정규과정 진학),-,"일반연수, 어학연수, 한국어",완료,"2차 검수: 제한 자격(D-3/E-9/E-10/G-1) 명시 권장 || [1차검증] 1차 정정: 비자코드 'D-4 (D-4-1, D-4-7)' 형식 OK. 출처 p.85~86 일치. || [2차자동정정] [제한] 적용: '' → 'D-3/E-9/E-10 자격소지자 및 G-1-6 제외 G-1 자격 소지자는 자격변경 제한,'"
D-5,D-5,체류,체류자격외 활동허가,취재(D-5) 자격 체류자,"교수(E-1) ~ 특정활동(E-7), 취재(D-5) ~ 무역경영(D-9)자격으로 외국인등록을 마친 합법 체류자
외국인등록(등록면제자 포함)을 마친 합법 체류자","직장 내에서 동료직원 등을 대상으로 하는 회화지도 활동은 체류자격외 활동 허가(신고)대상 아님
영리 또는 유상 목적이 아닌 사회봉사활동 차원의 회화지도 활동은 체류자격외 활동 허가(신고)대상 아님
회화지도 활동이 주된 활동이 되거나 허용기준 등을 벗어난 회화지도 활동은 자율 허용대상에서 제외",,,,,,,원래의 체류목적을 침해하지 않은 범위 내에서 정규교육기관(초‧중‧고 및 대학)의 교육을 받고자 하는 때는 체류기간 범위 내에서 별도의 허가 절차 불요,,,,,,,"외국 보도기관 특파원으로 한국에 있는데 직장 동료한테 영어 가르쳐도 되나요?
봉사활동으로 회화지도해도 자격외활동 신고 안 해도 되나요?
학교 다니려고 하는데 별도 허가 받아야 하나요?",D-5 취재 / 체류자격외 활동 (p. 104),외국 언론사·방송사 소속,"F-2 거주, F-5 영주",F-3 동반,"취재, 언론, 특파원",완료,
